highway,maxspeed,lanes,oneway,latitude,longitude
secondary,25 mph,3,yes,40.7367815,-73.9972618
residential,20 mph,1,yes,40.7079064,-74.0100207
residential,20 mph,1,yes,40.7083662,-74.0096089
residential,20 mph,1,yes,40.7088421,-74.0091377
residential,20 mph,1,yes,40.7110616,-74.0067138
secondary,25 mph,3,yes,40.7525918,-73.9894654
residential,25 mph,1,yes,40.778582,-73.9836854
residential,25 mph,1,yes,40.7623352,-73.9920356
primary,25 mph,5,yes,40.7427689,-73.9742499
secondary,25 mph,4,no,40.7203378,-73.9927317
secondary,25 mph,3,no,40.720807,-73.9924853
secondary,25 mph,4,no,40.7211229,-73.9923193
secondary,25 mph,3,no,40.7218377,-73.9919621
secondary,25 mph,4,no,40.7233655,-73.9911908
primary,25 mph,5,no,40.7557123,-73.986172
secondary,25 mph,1,yes,40.7102548,-73.9635922
unclassified,20 mph,2,no,40.7148554,-74.0046034
motorway,45 mph,3,yes,40.7052441,-73.9588633
motorway,45 mph,3,yes,40.7088514,-73.956799
residential,25 mph,1,yes,40.7517088,-74.0077595
secondary,25 mph,5,no,40.7502353,-74.0082368
unclassified,25 mph,1,yes,40.7453667,-74.0080791
residential,25 mph,1,yes,40.744671,-74.0082154
secondary,25 mph,1,yes,40.7388654,-74.0098397
primary,25 mph,3,yes,40.7791854,-73.9819419
primary,25 mph,3,yes,40.7323621,-73.9901231
primary,20 mph,2,no,40.7070014,-74.0018189
secondary,25 mph,3,yes,40.7206682,-73.9977646
residential,25 mph,1,yes,40.7363014,-73.9583148
construction,20 mph,1,yes,40.7168964,-74.0007371
construction,20 mph,1,yes,40.7165543,-73.9999579
unclassified,20 mph,1,yes,40.7084641,-74.0103492
secondary,20 mph,2,yes,40.7089968,-74.0107155
secondary,20 mph,3,yes,40.7131911,-74.009294
secondary,20 mph,3,yes,40.7137144,-74.0088869
secondary,20 mph,3,yes,40.7134171,-74.0091209
secondary,20 mph,3,yes,40.7135518,-74.009016
secondary,25 mph,2,yes,40.7613425,-73.997944
service,20 mph,1,yes,40.7179927,-74.009494
service,20 mph,1,yes,40.7183885,-74.0094018
secondary,25 mph,1,yes,40.7218753,-74.0041936
residential,25 mph,1,yes,40.7306829,-73.9945492
residential,25 mph,1,yes,40.734661,-74.0002325
residential,25 mph,1,yes,40.7341692,-74.0012988
residential,25 mph,1,yes,40.7337765,-74.0014095
residential,25 mph,1,yes,40.7497328,-73.9778295
residential,25 mph,2,yes,40.7500653,-73.9786562
residential,25 mph,1,yes,40.7502317,-73.9790559
residential,25 mph,1,yes,40.7504998,-73.9796998
secondary,25 mph,4,yes,40.7639645,-73.9732563
residential,25 mph,1,yes,40.7311923,-73.9745267
residential,25 mph,1,yes,40.730003,-73.9752932
secondary,25 mph,1,no,40.7154724,-73.9518434
residential,20 mph,1,yes,40.7097431,-74.0062646
residential,20 mph,1,yes,40.7089054,-74.0075515
residential,20 mph,1,yes,40.7076602,-74.0057561
residential,20 mph,1,yes,40.708471,-74.0069108
residential,20 mph,1,yes,40.705966,-74.0075384
primary,20 mph,4,no,40.7048023,-74.0079391
residential,20 mph,1,yes,40.7047064,-74.0092061
residential,20 mph,1,yes,40.7043655,-74.0097514
residential,20 mph,1,yes,40.703591,-74.012519
residential,20 mph,1,yes,40.7011847,-73.993258
residential,20 mph,1,yes,40.7008697,-73.9941501
residential,20 mph,1,yes,40.7131345,-73.9972068
secondary,20 mph,2,no,40.7124166,-73.9931535
residential,25 mph,1,yes,40.719073,-73.991499
residential,25 mph,1,yes,40.718541,-73.9900217
residential,25 mph,5,no,40.7179926,-73.9884954
primary,20 mph,3,no,40.7040798,-74.0143264
secondary,25 mph,3,yes,40.7623295,-73.9959078
secondary,25 mph,4,yes,40.7624271,-73.9971168
secondary,25 mph,4,yes,40.7630532,-73.9966634
secondary,25 mph,3,yes,40.7629492,-73.9954331
residential,25 mph,1,yes,40.7635759,-73.9949811
secondary,25 mph,4,yes,40.7636796,-73.9962091
secondary,25 mph,4,yes,40.751207,-73.9941792
secondary,20 mph,2,yes,40.7058464,-74.0133187
secondary,20 mph,2,yes,40.7114246,-74.0080761
secondary,20 mph,3,yes,40.7103849,-74.0095295
secondary,20 mph,2,yes,40.7097962,-74.0100423
secondary,20 mph,2,yes,40.7095758,-74.0102303
secondary,20 mph,2,no,40.7282346,-73.9758273
secondary,20 mph,2,no,40.727569,-73.9762999
unclassified,20 mph,1,no,40.7265036,-73.9732238
residential,20 mph,1,yes,40.7241911,-73.9772184
secondary,20 mph,2,no,40.723641,-73.9791727
residential,20 mph,1,yes,40.7030291,-74.0125108
residential,25 mph,1,yes,40.7171117,-73.9846269
primary,25 mph,3,yes,40.7236879,-73.9913653
primary,25 mph,4,yes,40.7254079,-73.9869044
residential,25 mph,1,yes,40.7253825,-74.0037035
residential,25 mph,2,yes,40.7598909,-73.9765035
motorway,45 mph,3,yes,40.7079678,-73.9573077
motorway,45 mph,3,yes,40.7070336,-73.9578465
motorway,45 mph,3,yes,40.7056442,-73.9588226
motorway,45 mph,3,yes,40.7070898,-73.9579931
service,20 mph,1,no,40.7244942,-74.0069696
trunk,30 mph,4,yes,40.7591074,-74.003265
trunk,30 mph,5,yes,40.758815,-74.0034799
trunk,30 mph,5,yes,40.7575117,-74.0047148
service,25 mph,2,yes,40.7489257,-74.0082554
service,25 mph,1,yes,40.7486166,-74.0080923
primary,25 mph,3,yes,40.7664954,-73.9818585
secondary,25 mph,3,yes,40.7422448,-74.004465
secondary,25 mph,4,yes,40.7421631,-74.0045259
secondary,25 mph,2,yes,40.7420094,-74.0046109
motorway,55 mph,3,yes,40.7845368,-73.9847846
residential,25 mph,1,yes,40.7464176,-73.9541116
secondary,20 mph,1,yes,40.7294276,-74.0054751
primary,25 mph,4,yes,40.7995486,-73.9663523
primary,25 mph,3,yes,40.7981153,-73.9673942
secondary,25 mph,3,yes,40.7652225,-73.9723368
residential,25 mph,2,yes,40.7435508,-73.9884038
residential,20 mph,1,yes,40.7043098,-74.0113369
residential,20 mph,1,yes,40.7049659,-74.0101543
residential,20 mph,2,no,40.7035277,-74.0115943
secondary,25 mph,1,yes,40.7452657,-73.9711053
residential,25 mph,1,yes,40.7350641,-74.006568
residential,25 mph,1,yes,40.7361026,-74.0090714
unclassified,20 mph,1,yes,40.7013728,-74.014011
unclassified,20 mph,1,yes,40.7011564,-74.0139602
trunk,30 mph,5,yes,40.7681815,-73.9959076
trunk,30 mph,5,yes,40.7669151,-73.9968298
trunk,30 mph,4,yes,40.742801,-74.0088127
trunk,30 mph,4,yes,40.7426842,-74.0088354
trunk,30 mph,5,yes,40.7420748,-74.0087654
secondary,25 mph,3,yes,40.7485227,-74.0073057
trunk,30 mph,4,yes,40.7475883,-74.0077378
motorway_link,25 mph,1,yes,40.7092214,-74.0012934
residential,25 mph,1,yes,40.7319445,-74.0094868
residential,25 mph,1,yes,40.7105962,-73.9866021
secondary,25 mph,1,yes,40.7119023,-73.9848942
residential,25 mph,1,yes,40.7137573,-73.9852196
primary,25 mph,1,yes,40.7148699,-73.9829963
primary,25 mph,2,yes,40.7151784,-73.9840193
primary,25 mph,1,yes,40.7153193,-73.984515
primary,25 mph,1,yes,40.7155703,-73.9853802
primary,25 mph,1,yes,40.7160408,-73.9869076
primary,25 mph,2,yes,40.7161466,-73.9873012
primary,25 mph,3,no,40.7161933,-73.9875055
primary,25 mph,1,yes,40.7160575,-73.987106
secondary,25 mph,2,no,40.7146728,-73.9846032
tertiary,25 mph,1,yes,40.7025412,-73.9901655
residential,25 mph,2,yes,40.7376184,-74.005697
primary,25 mph,2,no,40.7132953,-73.9777303
primary,25 mph,2,no,40.7134949,-73.9783751
secondary,25 mph,2,yes,40.7373246,-74.0050271
primary,25 mph,1,yes,40.7153182,-73.9845983
residential,25 mph,1,no,40.7159518,-73.9867124
residential,25 mph,1,yes,40.7164681,-73.9864133
trunk,30 mph,3,yes,40.7430083,-74.0085748
pedestrian,20 mph,1,yes,40.7050658,-74.0115313
pedestrian,20 mph,1,no,40.7077507,-74.0116858
pedestrian,20 mph,1,no,40.7073652,-74.0110417
secondary,20 mph,2,yes,40.7119463,-74.0080933
pedestrian,20 mph,1,yes,40.7067941,-74.0124737
pedestrian,20 mph,1,yes,40.707009,-74.0115809
pedestrian,20 mph,1,no,40.7058657,-74.0100377
pedestrian,20 mph,1,yes,40.7064002,-74.0095352
pedestrian,20 mph,1,no,40.7071385,-74.0107024
pedestrian,20 mph,1,yes,40.7074797,-74.0104204
trunk,30 mph,4,yes,40.7456029,-74.008283
primary,20 mph,3,no,40.7024191,-74.0130649
secondary,25 mph,3,yes,40.758222,-73.9890695
secondary,25 mph,3,yes,40.75899,-73.9885094
secondary,25 mph,3,yes,40.7599482,-73.9878098
residential,25 mph,3,yes,40.7480447,-73.9815506
secondary,25 mph,4,yes,40.7487452,-73.9822482
primary,25 mph,3,yes,40.7584022,-73.972986
primary,25 mph,3,yes,40.7584753,-73.9731592
unclassified,25 mph,1,yes,40.7545425,-74.0011218
secondary,25 mph,1,yes,40.7558304,-73.996186
secondary,25 mph,1,yes,40.7557434,-73.9959774
motorway_link,25 mph,1,yes,40.7551431,-73.9963567
primary,25 mph,1,yes,40.7546207,-73.9970265
primary,25 mph,2,yes,40.7221627,-73.9888141
residential,25 mph,1,yes,40.7209007,-73.9910583
residential,25 mph,1,yes,40.7267387,-73.9924972
residential,25 mph,1,yes,40.7262298,-74.0098775
residential,25 mph,1,yes,40.7258843,-74.0099536
residential,25 mph,1,yes,40.7367031,-74.0065551
residential,25 mph,1,yes,40.7333672,-74.0073912
residential,25 mph,1,yes,40.731398,-74.0079202
residential,25 mph,1,yes,40.7292789,-74.0084943
residential,25 mph,1,yes,40.7271001,-74.0089049
residential,25 mph,1,yes,40.7251787,-74.0092307
residential,25 mph,1,yes,40.7370004,-74.0082709
residential,25 mph,1,yes,40.7382722,-74.0081572
residential,25 mph,1,yes,40.733249,-74.0085882
residential,25 mph,1,yes,40.7321349,-74.0087722
residential,25 mph,1,yes,40.7305646,-74.0090623
residential,25 mph,1,yes,40.7295509,-74.0092394
residential,25 mph,1,yes,40.729839,-74.0091962
residential,25 mph,1,yes,40.7291861,-74.0093063
service,15 mph,1,yes,40.7578952,-73.996281
service,15 mph,1,yes,40.7576219,-73.9956737
service,15 mph,1,yes,40.7576461,-73.9956725
service,15 mph,1,yes,40.7574402,-73.9950697
secondary,25 mph,2,yes,40.7410838,-74.0050873
residential,25 mph,1,yes,40.7376704,-74.0082135
secondary,25 mph,2,yes,40.7520401,-74.0008982
secondary,25 mph,1,yes,40.7164771,-73.9505054
secondary,25 mph,1,yes,40.7157736,-73.9515114
residential,25 mph,1,no,40.7203549,-73.9504175
residential,25 mph,1,no,40.718653,-73.9501243
residential,25 mph,1,no,40.7179452,-73.9500065
residential,20 mph,2,no,40.7077865,-74.0168873
residential,20 mph,2,no,40.7071588,-74.0173443
residential,20 mph,2,no,40.7063492,-74.0178593
residential,20 mph,2,no,40.7052302,-74.0176534
residential,20 mph,2,no,40.7081368,-74.0166352
residential,20 mph,1,yes,40.7079934,-74.0163899
secondary,25 mph,2,no,40.7301969,-73.9543464
secondary,25 mph,1,yes,40.7471458,-73.9501092
secondary,25 mph,2,yes,40.7444615,-73.9510197
tertiary,25 mph,2,no,40.7025833,-73.9917698
primary,25 mph,1,yes,40.7193807,-73.9904388
unclassified,25 mph,1,yes,40.7523261,-74.0034732
secondary,25 mph,1,no,40.7140739,-73.9505017
secondary,25 mph,4,yes,40.7285824,-74.0027461
secondary,25 mph,2,yes,40.725238,-73.9969371
living_street,10 mph,1,yes,40.7111793,-73.9652035
living_street,10 mph,1,yes,40.7147725,-73.9629992
living_street,10 mph,1,yes,40.715521,-73.9623544
living_street,10 mph,1,yes,40.7172541,-73.9604895
living_street,10 mph,1,yes,40.7194251,-73.9581611
secondary,25 mph,4,yes,40.7626049,-73.9858746
secondary,25 mph,2,yes,40.7586764,-73.9887379
secondary,25 mph,3,yes,40.7533141,-73.9926421
secondary,25 mph,4,yes,40.7520403,-73.9935731
residential,25 mph,1,yes,40.7550008,-73.9668797
primary,25 mph,5,yes,40.7574184,-73.9970838
primary,25 mph,5,yes,40.7584454,-73.9963323
secondary,25 mph,2,yes,40.7676903,-73.9817172
secondary,25 mph,2,yes,40.7677282,-73.9815373
secondary,25 mph,2,yes,40.7680165,-73.9813439
tertiary,25 mph,2,no,40.7372339,-73.9560451
primary,25 mph,2,yes,40.7606907,-73.9984672
primary,25 mph,2,yes,40.7293575,-73.9507827
secondary,25 mph,5,yes,40.7619102,-73.997497
primary,25 mph,4,yes,40.7817947,-73.9518216
primary,25 mph,6,yes,40.7786255,-73.9541247
secondary,25 mph,2,yes,40.7818727,-73.9601668
residential,20 mph,1,yes,40.7191028,-74.0070414
residential,20 mph,1,yes,40.7183105,-74.0071554
secondary,25 mph,1,yes,40.7392983,-74.0097176
secondary,20 mph,2,yes,40.7224625,-74.0063306
secondary,20 mph,2,yes,40.7218405,-74.006432
motorway,35 mph,3,yes,40.7218611,-74.0066543
service,25 mph,1,yes,40.7239418,-74.0072362
service,25 mph,1,yes,40.7239053,-74.0068967
motorway_link,40 mph,1,yes,40.7309817,-73.9739972
primary,25 mph,4,yes,40.7705043,-73.960055
primary,25 mph,4,yes,40.7730724,-73.958182
primary,25 mph,5,yes,40.7740475,-73.9574713
living_street,10 mph,1,yes,40.7482,-73.9882062
living_street,10 mph,1,yes,40.7474491,-73.9883502
living_street,10 mph,1,yes,40.7476401,-73.9883086
living_street,10 mph,1,yes,40.7460306,-73.9886028
living_street,10 mph,1,yes,40.7446308,-73.988863
secondary_link,25 mph,1,yes,40.742206,-73.9889512
residential,20 mph,1,yes,40.705989,-74.0052261
unclassified,20 mph,1,yes,40.706028,-74.0052438
residential,20 mph,1,yes,40.7054384,-74.004512
unclassified,20 mph,1,yes,40.706397,-74.0045923
service,20 mph,1,yes,40.7089078,-74.0052961
residential,20 mph,1,yes,40.708814,-74.0024699
residential,20 mph,1,yes,40.7080117,-74.0033861
residential,25 mph,1,yes,40.7087851,-74.0008669
residential,25 mph,1,yes,40.7083588,-74.0005075
unclassified,25 mph,1,yes,40.7112209,-74.0106753
secondary,25 mph,2,yes,40.7437548,-73.951142
secondary,25 mph,2,yes,40.7439794,-73.951069
secondary,25 mph,2,yes,40.7447261,-73.9508264
secondary,25 mph,2,yes,40.7448095,-73.950799
secondary,25 mph,2,yes,40.744546,-73.9508851
secondary,25 mph,2,yes,40.7446661,-73.9508461
secondary,25 mph,1,yes,40.7452699,-73.9506439
motorway,30 mph,2,yes,40.7064483,-74.0160432
motorway,30 mph,2,yes,40.7063466,-74.0162692
primary,25 mph,2,yes,40.7051488,-74.0164426
primary,30 mph,2,yes,40.7051812,-74.0167961
pedestrian,20 mph,1,yes,40.7677802,-73.9762294
residential,10 mph,1,yes,40.7133677,-73.9991569
service,10 mph,1,yes,40.7131907,-74.0002124
residential,10 mph,1,yes,40.7133314,-73.9994042
primary,25 mph,4,yes,40.7720214,-73.9589447
primary,25 mph,5,yes,40.7714829,-73.9593408
unclassified,20 mph,1,yes,40.7141171,-74.0043737
unclassified,20 mph,2,no,40.7142294,-74.0035512
unclassified,20 mph,2,no,40.7151847,-74.0053069
tertiary,25 mph,1,yes,40.7351745,-73.9527688
residential,25 mph,1,yes,40.7132715,-73.9870236
residential,20 mph,1,yes,40.7098058,-74.0146395
residential,20 mph,3,no,40.7111352,-74.0147065
residential,20 mph,2,no,40.7098374,-74.0151736
motorway_link,25 mph,2,yes,40.7092724,-74.0151221
residential,20 mph,2,no,40.7077585,-74.0158085
motorway_link,25 mph,3,yes,40.7073367,-74.0154165
motorway_link,25 mph,4,yes,40.7074889,-74.0153494
motorway_link,25 mph,2,yes,40.7070995,-74.0155076
residential,20 mph,1,yes,40.7084692,-74.0151236
residential,20 mph,1,yes,40.7093978,-74.0147842
residential,20 mph,1,yes,40.7104135,-74.0144523
residential,20 mph,1,yes,40.7087401,-74.0181625
residential,20 mph,2,no,40.7103573,-74.0175431
service,5 mph,1,no,40.7112279,-74.0166333
service,5 mph,1,no,40.7109784,-74.0174588
residential,20 mph,2,no,40.7116213,-74.0157667
residential,25 mph,2,no,40.7313836,-73.9969056
residential,20 mph,4,no,40.7152992,-74.0136538
residential,20 mph,4,no,40.7156333,-74.0155442
residential,20 mph,2,no,40.7165642,-74.0133283
residential,20 mph,2,no,40.7173098,-74.013139
residential,25 mph,1,yes,40.7456633,-73.9896356
secondary,20 mph,2,no,40.7152131,-74.0131538
residential,20 mph,2,no,40.7188134,-74.0104139
residential,20 mph,1,yes,40.7181097,-74.0104418
residential,20 mph,1,yes,40.7188015,-74.0103119
residential,20 mph,1,yes,40.7194394,-74.0101853
residential,20 mph,2,yes,40.720307,-74.0119396
residential,20 mph,1,yes,40.7215138,-74.0098742
residential,20 mph,1,yes,40.7214688,-74.0098256
residential,20 mph,2,yes,40.7207597,-74.0099491
residential,20 mph,1,yes,40.7213368,-74.0084138
residential,20 mph,1,yes,40.722967,-74.0113956
primary,20 mph,1,yes,40.7220588,-74.0089654
primary,20 mph,1,yes,40.7221433,-74.0098028
primary,20 mph,1,yes,40.7223089,-74.0115363
residential,20 mph,1,yes,40.7226543,-74.0082208
residential,20 mph,1,yes,40.7219755,-74.0080631
residential,20 mph,1,yes,40.7205947,-74.0082756
residential,20 mph,2,yes,40.7206229,-74.0085507
residential,20 mph,1,yes,40.7210396,-74.0053338
residential,20 mph,1,yes,40.7217023,-74.0057178
residential,20 mph,1,yes,40.7204184,-74.0059867
residential,20 mph,1,yes,40.7226395,-74.0080726
trunk,20 mph,3,yes,40.7164112,-73.9965232
secondary,20 mph,2,no,40.7263302,-73.9771916
secondary,20 mph,2,no,40.7266137,-73.9769796
secondary,25 mph,2,no,40.7298866,-73.9746432
secondary,25 mph,2,no,40.728626,-73.9755548
residential,20 mph,2,no,40.7112584,-74.0007469
primary,25 mph,3,yes,40.7741197,-73.9812136
residential,20 mph,1,no,40.7103097,-74.0012811
residential,20 mph,1,yes,40.7117752,-73.9998522
motorway_link,25 mph,1,yes,40.7101971,-74.0013931
motorway_link,25 mph,2,yes,40.7116745,-74.0032201
trunk,30 mph,2,yes,40.7124398,-74.0048649
residential,20 mph,2,no,40.7127629,-73.9975529
residential,20 mph,2,no,40.7128376,-73.9966833
secondary,20 mph,2,no,40.7118794,-73.9987417
secondary,20 mph,2,no,40.7121051,-73.9967783
primary,25 mph,5,no,40.7164384,-73.9959539
secondary,20 mph,1,yes,40.7153342,-74.0019823
primary,25 mph,2,yes,40.7546482,-73.9760127
primary,25 mph,2,yes,40.754536,-73.9757434
secondary,25 mph,2,yes,40.7518413,-74.0004221
secondary,25 mph,2,yes,40.7521696,-73.9994045
secondary,25 mph,2,yes,40.7522076,-73.9994926
secondary,25 mph,2,yes,40.7518588,-73.9997311
unclassified,25 mph,1,yes,40.7562767,-74.0052179
primary,25 mph,5,no,40.7568928,-74.0046149
residential,20 mph,1,yes,40.7108016,-73.9925995
motorway,35 mph,4,yes,40.7175466,-73.9855945
residential,25 mph,1,no,40.7392788,-73.9741136
primary,25 mph,2,no,40.7110476,-73.9501643
primary,25 mph,2,no,40.7110166,-73.9505044
residential,25 mph,1,no,40.7034312,-73.9489508
secondary,25 mph,4,yes,40.7593198,-73.9703025
secondary,20 mph,2,no,40.7137879,-73.9934608
secondary,20 mph,2,no,40.7137113,-73.9943837
secondary,20 mph,2,no,40.7137371,-73.9940713
residential,25 mph,1,yes,40.7204675,-74.0032295
residential,25 mph,1,yes,40.7209302,-74.0038761
residential,20 mph,1,yes,40.723292,-74.0080859
residential,20 mph,1,yes,40.7240592,-74.0088789
residential,20 mph,1,yes,40.7241032,-74.0094305
residential,20 mph,1,yes,40.7246354,-74.0093248
residential,20 mph,1,yes,40.7236185,-74.0112691
residential,20 mph,1,yes,40.7242658,-74.0111418
motorway,45 mph,2,yes,40.7015985,-73.9900994
motorway,45 mph,2,yes,40.7014887,-73.9896917
motorway,45 mph,3,yes,40.7016755,-73.9916895
motorway,45 mph,3,yes,40.7016651,-73.9912884
secondary,25 mph,3,yes,40.7007433,-73.9898055
residential,25 mph,1,yes,40.7029826,-73.9943097
tertiary,25 mph,2,no,40.7025936,-73.9920785
tertiary,25 mph,2,no,40.7026043,-73.9926396
residential,25 mph,1,yes,40.703355,-73.9937842
residential,25 mph,1,yes,40.7033455,-73.9934037
unclassified,25 mph,2,no,40.7004997,-73.9897464
unclassified,25 mph,2,no,40.7006979,-73.9897342
motorway,45 mph,2,yes,40.7011545,-73.9875368
motorway,45 mph,3,yes,40.7012357,-73.9875571
motorway,45 mph,2,yes,40.7010539,-73.9869058
motorway,45 mph,3,yes,40.701143,-73.9869302
motorway,45 mph,2,yes,40.7017132,-73.9917368
motorway,45 mph,2,yes,40.7017012,-73.9913327
primary,20 mph,4,no,40.7162089,-73.9960963
living_street,10 mph,1,yes,40.7106013,-73.9654647
living_street,10 mph,1,yes,40.7117646,-73.9649035
living_street,10 mph,1,yes,40.7120897,-73.9646972
living_street,10 mph,1,yes,40.7124661,-73.9644578
living_street,10 mph,1,yes,40.7127752,-73.9642624
living_street,10 mph,1,yes,40.7130852,-73.9640678
living_street,10 mph,1,yes,40.7134592,-73.9638324
living_street,10 mph,1,yes,40.7138323,-73.9635966
living_street,10 mph,1,yes,40.7141419,-73.9634013
living_street,10 mph,1,yes,40.7144516,-73.963204
living_street,10 mph,1,yes,40.7150299,-73.9628336
living_street,10 mph,1,yes,40.7151762,-73.9627172
living_street,10 mph,1,yes,40.715862,-73.9619852
living_street,10 mph,1,yes,40.716001,-73.9618353
living_street,10 mph,1,yes,40.7163755,-73.9614323
living_street,10 mph,1,yes,40.7161608,-73.9616631
living_street,10 mph,1,yes,40.7166797,-73.9611053
living_street,10 mph,1,yes,40.7169777,-73.9607857
living_street,10 mph,1,yes,40.7174694,-73.9602588
living_street,10 mph,1,yes,40.7175893,-73.9601304
living_street,10 mph,1,yes,40.7178086,-73.9598961
living_street,10 mph,1,yes,40.7180855,-73.9595998
living_street,10 mph,1,yes,40.7185781,-73.9590711
living_street,10 mph,1,yes,40.7187014,-73.9589386
living_street,10 mph,1,yes,40.718921,-73.958703
living_street,10 mph,1,yes,40.7191936,-73.9584105
living_street,10 mph,1,yes,40.7197006,-73.9578635
living_street,10 mph,1,yes,40.7200201,-73.9575187
living_street,10 mph,1,yes,40.7202959,-73.9572218
living_street,10 mph,1,yes,40.7205731,-73.9569236
living_street,10 mph,1,yes,40.72085,-73.9566258
living_street,10 mph,1,yes,40.7213402,-73.956099
residential,25 mph,1,yes,40.7006206,-73.9862207
residential,25 mph,1,yes,40.700583,-73.9850693
residential,25 mph,1,yes,40.700879,-73.986772
secondary,25 mph,2,yes,40.7001355,-73.9859435
secondary,25 mph,1,yes,40.6999826,-73.9851892
residential,25 mph,2,yes,40.7386378,-74.0021053
residential,25 mph,2,no,40.7394098,-74.003869
residential,25 mph,1,yes,40.7021849,-73.9940731
residential,25 mph,1,yes,40.7025861,-73.9938633
secondary,25 mph,4,yes,40.7385103,-73.9959994
secondary,25 mph,5,yes,40.7391243,-73.995554
secondary,25 mph,1,yes,40.7397819,-73.9950744
secondary,25 mph,5,yes,40.7403669,-73.9946479
secondary,25 mph,4,yes,40.7409514,-73.9942234
secondary,25 mph,5,yes,40.7415448,-73.9937927
